video_id,comment_id,reply_to_comment_id,original_text,translated_text,emoji_only,reply_to_original_text,reply_to_id,replied_to_translated,emoji_count,text_length,thread_depth,creator_category,manual_label
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497887978782540550,7.497700197225809e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😳😳😳😳😳🥰🥰,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😳😳😳😳😳🥰🥰,So trots op jou my yster😎,7.497700197225809e+18,So proud of you my iron,17,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498344980084818694,7.497702870805333e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,Well done💪💪,7.497702870805333e+18,Well done,14,99,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497886476714935045,7.497702870805333e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,Well done💪💪,7.497702870805333e+18,Well done,14,99,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498346280344355590,7.498341096772109e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,"Amen God is soooo Groot, dankie Jesus",7.498341096772109e+18,"Amen God is soooo great, thank you Jesus",14,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498344847654470406,7.497719578573014e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,Amen and Amen 🙌,7.497719578573014e+18,Amen and Amen,14,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497886236067365687,7.497719578573014e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁,Amen and Amen 🙌,7.497719578573014e+18,Amen and Amen,13,99,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497886595351413559,7.497824996014818e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,🙏🙏 Sterkte hou so aan,7.497824996014818e+18,Strength keep so,14,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497887964942500663,7.497706616222139e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😳😳😳😳😳🥰🥰🥰,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😳😳😳😳😳🥰🥰🥰,well done bly sterk en hou di Here se hand vas dis n harde pad ek is skoon van dwellems van 2005 baie sterkte en well done,7.497706616222139e+18,Well done remains strong and holds the Lord's hand it is a hard road I am clean of Dwellems of 2005 very strength and well done,18,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505836593711465222,,am sending this to the American groups now 😂,am sending this to the American groups now,😂,,,,1,42,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505426104091542277,,🤣🤣🤣Come On Troubles 💪,Come On Troubles,🤣🤣🤣💪,,,,4,16,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505703717389763335,,Hulle Ken nie van Amapiano nie🤣🤣🤣,They don't know about Amapiano,🤣🤣🤣,,,,3,30,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506037282387362567,,ek sal net daii broek an trek waneer ek sop eet😎🤣,I will only pull daii pants and when I eat soup,😎🤣,,,,2,47,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506568330856088325,,Ons gaan Suid Afrika sam gebou 😂😂,We are going to build South Africa Sam,😂😂,,,,2,38,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505666990499463991,,nou gaan ek nie mee amerikwa toe nie...ek bly nou...,Now I'm not going to American ... I stay now ...,,,,,0,48,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7507707202810217222,,"En jou broek is mooi, maaitjie. Hulle is net jealous. 😂","And your pants are beautiful, Maaitjie. They are just jealous.",😂,,,,1,62,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506672766726587141,,daarsy broer jys den van ons 🤪,Besides brother you are ding of us,🤪,,,,1,34,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7507520682423862072,,please send those pants to america🤣🤣🤣🤣🤣,please send those pants to america,🤣🤣🤣🤣🤣,,,,5,34,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506102742004826886,,Mag God jou reiklik seen Mnr.,May God bless you in Mr.,,,,,0,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7507530697365291783,,"yes boeta, se hulle.","Yes Boeta, they say.",,,,,0,20,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505682926619050757,,ek Stan 💯 percent money jou my boeta,i stan percent money you my fine,💯,,,,1,32,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7508070359955063608,,"waar bly jy my maat jy praat soos n soldaat,Los daai 49 siesie,die adress asbf kan ek kom en geniet die dag met jou🤣🤣🤣","Where do you stay my partner you are talking like a soldier, leave that 49 siesie, the address please I can come and enjoy the day with you",🤣🤣🤣,,,,3,139,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506619397804065542,,"😂😂😂😂😂😂😂😂, is waar my bra. Daa mense in America hulle ken fokol",", is where my bra. Daa people in America they know fuck",😂😂😂😂😂😂😂😂,,,,8,55,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506249956983096069,,Wintersmuskiet ons is saam met jou,Winter mosquito we are with you,,,,,0,31,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498344793953878789,7.497735178024175e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁😁,"Trots op jou maat. Ja, GOD is goed. Dankie aan GOD.",7.497735178024175e+18,"Proud of your partner. Yes, God is good. Thanks to God.",15,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497885324887606022,7.497735178024175e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁😁,"Trots op jou maat. Ja, GOD is goed. Dankie aan GOD.",7.497735178024175e+18,"Proud of your partner. Yes, God is good. Thanks to God.",14,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497886612866007863,7.49783780008403e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😁😁😁,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😁😁😁,"Trubells,hou so aan.Dit was n donker gat wat jy in was en God het sy groote hand uitgesteek en jou hand gevat en jou uit die donker gat gehelp.Maak die deure van jou verlede toe.Trots op jou God seen.",7.49783780008403e+18,"Trubells, keep going. It was a dark hole you were in and God put out His big hand and took your hand and helped you out of the dark hole. Make the doors of your past.",13,99,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496750346095526662,,🤣🤣🤣🤣🤣😂,,🤣🤣🤣🤣🤣😂,,,,6,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496534721351582469,,😂😂,,😂😂,,,,2,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496776970764632837,,😂😂😂😂😂😂😂😂,,😂😂😂😂😂😂😂😂,,,,8,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496546859746460471,,🥰🥰🥰,,🥰🥰🥰,,,,3,0,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496528224496665349,,😂😂😂,,😂😂😂,,,,3,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7497091025279091511,,💪,,💪,,,,1,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496526878561829638,,🤣🤣,,🤣🤣,,,,2,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496948506561807109,,😅,,😅,,,,1,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496526417128702775,,😅😅😅😅😅,,😅😅😅😅😅,,,,5,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496521440671302406,,💪💪💪,,💪💪💪,,,,3,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496583549426074423,,😁😁😁,,😁😁😁,,,,3,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496524185226117894,,🤣🤣,,🤣🤣,,,,2,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7498312190140531461,,🥰🥰🥰,,🥰🥰🥰,,,,3,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497887782045844279,7.49769879051944e+18,Baie geluk🎉🎉💌 jy het dit stuur my asb op Whatsapp sê net WEN en eis jou prys +27 63 638 4428 🇿🇦👈👈🥰🥰🥰🥰🥰😳😳😳,Congratulations you have it please send me on WhatsApp just win and claim your price 27 63 638 4428,🎉🎉💌👈👈🥰🥰🥰🥰🥰😳😳😳,"Hey 👋..
Geluk met 1jaar skoon wees van dwelems vandag🙂
Ek en Anton is super super trots op jou Hein!
Hou jou kop hoog en mik Vir die sterre 🤗
Baie liefde van ons almal Vir jou en jou gesin",7.49769879051944e+18,"Hey ..
Congratulations with 1 year be clean of Dwelems today
Anton and I are super super proud of your Hein!
Keep your head high and aim for the stars 
Much love of all of us for you and your family",13,99,1,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498255033773228855,,Great going my brother.God bless,Great going my brother.God bless,,,,,0,32,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498710533936251703,,Jy moet trots wees op jouself! Well done!,You have to be proud of yourself! Well done!,,,,,0,44,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497981451662230327,,PRYS GOD.Baie geluk.❤🌹,Praise God.,❤🌹,,,,2,11,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7501288601616827191,,Great boet hou so aan jy doen goed.,Great Boet keeps doing so well.,,,,,0,31,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498076339745653559,,en ons almel SE Amen,on a almel SE Amen,,,,,0,18,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498583687261455109,,wow amazing Hou so aan jy is. yster,Wow Amazing keeps on you like that. iron,,,,,0,40,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498357051854373687,,God bless u.,God bless u.,,,,,0,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7509775324789506821,,Baie geluk.Dankie Jesus,Congratulations.Thank you Jesus,,,,,0,31,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7501364394291544887,,Bly net gehoorsaam boeta 🙌awesome well done,Just obeyed Boeta Awesome Well Done,🙌,,,,1,35,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498410734037697335,,CONGRATULATIONS Jesus Christ is Lord,CONGRATULATIONS Jesus Christ is Lord,,,,,0,36,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7512107248333177605,,Baie oom,Much uncle,,,,,0,10,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7508062259278103352,,"I don't speak Afrikaans but all I can say to this man is ""Uit die blou van onse hemel"". Sounds the call to come together.","I don't speak Afrikaans but all I can say to this man is ""Uit die blou van onse hemel"". Sounds the call to come together.",,,,,0,121,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505506890987995910,,Is reg ons staan sterk kom wat wil,Is right we stand strong coming what will,,,,,0,41,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7507371469976224568,,please Trump mustn't see this,please Trump mustn't see this,,,,,0,29,0,Chaos,Middle
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505512329728213766,,😁😁sure brother 👍,sure brother,😁😁👍,,,,3,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505687872835846967,,awe troubles💪🏼,awe troubles,💪🏼,,,,2,12,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7509953583383790341,,go viral bro let them know,go viral bro let them know,,,,,0,26,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7505737336631788294,,🤣🤣🤣🤣🤣🤣goeie een my maatjie,good one my buddy,🤣🤣🤣🤣🤣🤣,,,,6,17,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7506139053689144070,,Dankie Boeta,Thanks Boeta,,,,,0,12,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7512823779605679416,7513176103008240440,,Chuck wag vir jou!!!,Chuck is waiting for you !!!,,,,,0,28,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7496576481067729670,,😭😂Ek sal weg bly oom 😂😂😂,I'll stay away Uncle,😭😂😂😂😂,,,,5,20,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7508122765838238470,,die ou smaak n lekker geveg . Of talk n TKO. lmkl maar hy het n lekker plug.,The old taste a nice fight. Or talk a tko. Lmkl but he has a nice plug.,,,,,0,71,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7496506637860422405,,😂😂😂😂😂,,😂😂😂😂😂,,,,5,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496501133267995909,7497733865008907013,,😁😁😁😁😁😁😁😁😁😁,,😁😁😁😁😁😁😁😁😁😁,,,,10,0,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7503867247576826642,,Wou Trump nie kans sien vir Kaasbra nie?,Didn't Trump want to stand for cheese bra?,,,,,0,42,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7504555913543172869,,stadig stadig jy is skoon uitasem,Slowly slowly you are out of breath,,,,,0,35,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7510110311531397893,,exelent karate kalie🤣🤣🤣sterkte broer,Exelent Karate Kaliestente brother,🤣🤣🤣,,,,3,34,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7508117569531527992,,Nah een ding troubles,NAH One thing Troubles,,,,,0,22,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7506953957903860536,,ek is uitenge,ek is uitenge,,,,,0,13,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7505027948233212677,,Philips het n boetie in Brakpan... 😂,Philips has a brother in Brakpan ...,😂,,,,1,36,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7503646246990938935,,"Oom, jy sali 😂",Uncle you sali,😂,,,,1,14,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7506587256401478456,,Hey jy al aansoek gedoen d aansoeke is nog ooop vi Amerika😂😂,Hey you already applied d applications are still ooop vi America,😂😂,,,,2,64,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7496506207092526342,7504217429183497015,,Hahaha sjoe maar jy is sterk 😂😂😂 Is dit Chuck kaas wors se boetie 😂😂😂😂,Hahaha wow but you are strong it is chuck cheese sausage's brother,😂😂😂😂😂😂😂,,,,7,66,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504318043562197765,,I have a friend like this Andre 😂😂😂😂,I have a friend like this Andre,😂😂😂😂,,,,4,31,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503912364959712005,,salute,salute,,,,,0,6,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503915637891351302,7.503912364959712e+18,😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇,,😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇,salute,7.503912364959712e+18,salute,195,0,1,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504204417102709509,,Please stay malume please 😂🤣,Please stay malume please,😂🤣,,,,2,25,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504032458901685047,,Danki man😂🤝🏾🤞🏾🫶🏽🫶🏽🫶🏽🫶🏽❤️❤️❤️❤️,Danki man,😂🤝🏾🤞🏾🫶🏽🫶🏽🫶🏽🫶🏽❤❤❤❤,,,,17,9,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504007673794347782,,🤣🤣🤣🤣🤣 mooi man mooi,beautiful man beautiful,🤣🤣🤣🤣🤣,,,,5,23,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504003259145765639,,jy is reg my maat 😂😂,you are right my partner,😂😂,,,,2,24,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504002669833732919,,😁😁😁hulle Ken ook nie naaai nie 😁😁😁,they don't know either,😁😁😁😁😁😁,,,,6,22,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7503925294907917111,,trubels. tosser,Trubels. Tosser,,,,,0,15,0,Chaos,Chaos
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504373959711703814,,🤣🤣🤣🤣🤣🤣🤣🤣Love this guy,Love this guy,🤣🤣🤣🤣🤣🤣🤣🤣,,,,8,13,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504560332427035413,,"keik my broor ,Dat Saide Afrika as van ons","Keik my Brore, that saide africa as of us",,,,,0,41,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504354528391217925,,Amen! ❤️❤️❤️,Amen!,❤❤❤,,,,3,5,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7503846724776054022,7504165730147107589,,Eks stem saam met jou papa.,I agree with your papa.,,,,,0,23,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497890108738863903,,baja trots op j ufc chap!!!dit will gedoen word,baja proud of j ufc chap !!! it will be done,,,,,0,44,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497888142411875078,,Baie geluk Trubs. So trots op jou en jy is 'n winner.🙏,Congratulations Trubs. So proud of you and you are a winner.,🙏,,,,1,60,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498255683940532997,,Well done jy is n yster! Alle LOF en eer aan God,Well done you are an iron! All praise and honor to God,,,,,0,54,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7506058929621795590,,ek VRA hulp💪💪💪,I ask for help,💪💪💪,,,,3,14,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498052837009015557,,Amen eks 3 jaar sober na 20jaar se drug abuse.. Ook sonder rehab.. En my hart bloei vd wat nog vasgevang is in Di drugsirkel,Amen ex 3 years sober after 20 years of drug abuse.,,,,,0,51,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7502350816218399493,,"Baie geluk, staan sterk","Congratulations, stand strong",,,,,0,29,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497873720305550085,,Awesome sterkte hou net vas moet nooit sy Hand Los nie,Awesome strength just holds on never let his hand release,,,,,0,57,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497734045426631432,,geluk mag God lang jou staan al die pad,Happiness may God long you stand all the way,,,,,0,44,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499409685855798021,,loof die Here staan sterk...Bly by Jesus Se VOETE,Praise the Lord stands strong ... Stay at Jesus' feet,,,,,0,53,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497926679387636485,,"stem 💯 saam. alle pryse lof en eer aan ons creator. hyt ons eie keuse gegee, en as ons kies om ons rug op die vyand se plan te draai- HOU GOD SY WOORD- HY SAL JOU OPTEL EN JOU HOOG LIG. 🙏🙏","Agree. All prices praise and honor to our Creator. Given our own choice, and if we choose to turn our backs on the enemy's plan- God keeps His Word- He will pick you up and lift you high.",💯🙏🙏,,,,3,187,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7497906435297362694,,Super trots op jou deur geloof Kan mens berge verskyf.Dis so lekker om die Here te Dien.,Super proud of you through faith can one be mountains. It is so nice to serve the Lord.,,,,,0,87,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7502706402130789126,,"Baie Geluk! Here Jesus se Geilige Gees het jou,aan geraak! sterkte vir jou toekoms vorentoe.Amen.",Congratulations! Lord Jesus' resilient Spirit touched you! Good luck for your future ahead.,,,,,0,91,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499028444296217349,,Amen 🙏🏻 whoooo Jesus is so good!,Amen Whooooo Jesus is so good!,🙏🏻,,,,2,30,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499959796490142519,,Amen...god is good...plz keep my son in yr prayers😞stay focussed nd b strong,Amen...god is good...plz keep my son in yr prayersstay focussed nd b strong,😞,,,,1,75,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7500922687428281093,,lekker trubells!,Nice trubells!,,,,,0,14,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498706277057889029,,So trots op jou. Sjoe jy kan net so trots wees. God is Almagtig my maat. Enige iets is moontlik by God,So proud of you. Wow you can be just as proud. God is almighty my partner. Anything is possible with God,,,,,0,104,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499211842284340023,,Baie trots op jou en sterk staan. God Se genade is onbeskryflik Groot. Ons almal bid Saam met jou. ❤️🙏,Very proud of you and standing strong. God's grace is indescribably great. We all pray with you.,❤🙏,,,,2,96,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499431981925008133,,"well done Trubells trots op jouself wees,ek kom ook van daai geweste af lank da geoperate,bly nou in mosselbaai trots op jou","Well done Trubells proud of yourself, I also come from that region for a long time died, now stay proud of you in Mossel Bay",,,,,0,124,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7503612323052143366,,Wonderli dankie Here sonder U kan ons nie jy is opreg God selief de is groot,Wonderli thank you Lord without You we can not you are sincere God selief de is great,,,,,0,85,0,Chaos,Unclear
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7498788763465548549,,Awe tjma ek staan saam jou ek het 3 girls En ek het als gelos vir hulle dankie Dat jy self in jou jou gegloo het amen,AWE TJMA I stand with you I have 3 girls and I left everything to them thank you for yourself for your yourself you,,,,,0,115,0,Chaos,Ubuntu
https://www.tiktok.com/@troubles2777/video/7497693845971406135,7499436884688257847,,"Omw ek wens ek kon n miljoen likes gee! so trots op jou, maar ja ons weet dis Jesus en nie onsself nie, maar JY was gehoorsaam en het alles vir Hom opgegee!!!","Om I wish I could give a million likes! So proud of you, but yes we know it's Jesus and not ourselves, but you were obedient and gave up everything to Him !!!",,,,,0,158,0,Chaos,Ubuntu
